,level_1,grapheme,phoneme,filename
6619,207,nu,\n\\u\,A_Hora_da_Estrela_-_Frases
6619,207,em,\e~j~\.\f\\a\.\R\\a\.\p\\u\\s\\pau\,A_Hora_da_Estrela_-_Frases
6619,207,"farrapos,",\k\\E\'\r\\u\,A_Hora_da_Estrela_-_Frases
6619,207,quero,'\e\\s\.\p\\e\.\r\\i~\.\m\\e~\.\t\\a\\X\,A_Hora_da_Estrela_-_Frases
6619,207,experimentar,\p\\e\.\l\\u\,A_Hora_da_Estrela_-_Frases
6619,207,menos,'\u~\.\m\\a\,A_Hora_da_Estrela_-_Frases
6619,207,vez,'\a\,A_Hora_da_Estrela_-_Frases
6619,207,a,\f\\a\\w\.\t\\a\,A_Hora_da_Estrela_-_Frases
6619,207,de,\g\\o\\s\.\t\\u\,A_Hora_da_Estrela_-_Frases
6619,207,que,\dZ\\i\.\z\\e~j~\.\t\\e\\r\,A_Hora_da_Estrela_-_Frases
6619,207,dizem,'\a\,A_Hora_da_Estrela_-_Frases
6619,207,ter,'\O\\s\.\tS\\i\\a\,A_Hora_da_Estrela_-_Frases
6619,207,hóstia.,,A_Hora_da_Estrela_-_Frases
6620,208,Comer,\k\\o\'\m\\e\\r\,A_Hora_da_Estrela_-_Frases
6620,208,hóstia,'\O\\s\.\tS\\i\\a\,A_Hora_da_Estrela_-_Frases
6620,208,insosso,\i~\'\s\\O\.\s\\u\,A_Hora_da_Estrela_-_Frases
6620,208,banhar-se,\b\\a\'\J\\a\\X\,A_Hora_da_Estrela_-_Frases
6620,208,não.,\n\\u\,A_Hora_da_Estrela_-_Frases
6620,208,,'\n\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6621,209,coragem,\k\\o\'\r\\a\.\Z\\e~j~\.\m\\i~\.\J\\a\\pau\,A_Hora_da_Estrela_-_Frases
6621,209,"minha,",'\a\,A_Hora_da_Estrela_-_Frases
6621,209,de,\a\.\b\\a~\.\d\\o\.\n\\a\\X\,A_Hora_da_Estrela_-_Frases
6621,209,abandonar,\s\\e~\.\tS\\i~\.\m\\e~\'\t\\u\\z\,A_Hora_da_Estrela_-_Frases
6621,209,sentimentos,\a~\.\tS\\i\'\g\\u\\Z\\a\,A_Hora_da_Estrela_-_Frases
6621,209,antigos,\k\\o~\'\f\\o\\X\.\t\\a\.\v\\e\\j\\s\,A_Hora_da_Estrela_-_Frases
6621,209,confortáveis.,,A_Hora_da_Estrela_-_Frases
6622,210,é,\E\\k\\o~\.\f\\o\\X\.\t\\a\.\v\\e\\w\\pau\,A_Hora_da_Estrela_-_Frases
6622,210,confortável:,\p\\a\.\r\\a\,A_Hora_da_Estrela_-_Frases
6622,210,para,'\f\\a\.\l\\a\\R\,A_Hora_da_Estrela_-_Frases
6622,210,falar,\d\\a\,A_Hora_da_Estrela_-_Frases
6622,210,da,\m\\O\.\s\\a\,A_Hora_da_Estrela_-_Frases
6622,210,moça,'\t\\e~\.\J\\u\,A_Hora_da_Estrela_-_Frases
6622,210,tenho,'\k\\i\,A_Hora_da_Estrela_-_Frases
6622,210,não,'\f\\a\.\z\\e\\r\,A_Hora_da_Estrela_-_Frases
6622,210,a,\b\\a\\R\.\b\\a\\pau\,A_Hora_da_Estrela_-_Frases
6622,210,"barba,",'\d\\u\.\r\\a~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6622,210,e,\a\\dZ\.\k\\i\.\r\\i\\r\,A_Hora_da_Estrela_-_Frases
6622,210,adquirir,\o\.\L\\ej\'\r\\a\\js\,A_Hora_da_Estrela_-_Frases
6622,210,olheiras,\e\\s\'\k\\u\.\r\\a\\js\,A_Hora_da_Estrela_-_Frases
6622,210,escuras,\p\\o\\R\,A_Hora_da_Estrela_-_Frases
6622,210,por,\d\\o\\R\.\m\\i\\X\,A_Hora_da_Estrela_-_Frases
6622,210,dormir,\p\\ow\'\k\\u\\pau\,A_Hora_da_Estrela_-_Frases
6622,210,"pouco,",'\s\\O\\k\\o\.\S\\i\.\l\\a\\R\,A_Hora_da_Estrela_-_Frases
6622,210,só,'\dZ\\i\,A_Hora_da_Estrela_-_Frases
6622,210,cochilar,\p\\u\.\r\\a\,A_Hora_da_Estrela_-_Frases
6622,210,de,\e\.\z\\a\\u\\s\.\t\\a~\\w~\\pau\,A_Hora_da_Estrela_-_Frases
6622,210,pura,'\s\\ow\,A_Hora_da_Estrela_-_Frases
6622,210,"exaustão,",\u~\,A_Hora_da_Estrela_-_Frases
6622,210,sou,'\t\\r\\a\.\b\\a\.\L\\a\.\d\\o\\R\,A_Hora_da_Estrela_-_Frases
6622,210,um,\m\\a\.\n\\u\.\a\\w\,A_Hora_da_Estrela_-_Frases
6622,210,trabalhador,,A_Hora_da_Estrela_-_Frases
6622,210,manual.,,A_Hora_da_Estrela_-_Frases
6623,211,vestir-me,\v\\e\\s\'\tS\\i\\X\,A_Hora_da_Estrela_-_Frases
6623,211,roupa,\k\\o~\,A_Hora_da_Estrela_-_Frases
6623,211,velha,'\R\\ow\.\p\\a\,A_Hora_da_Estrela_-_Frases
6623,211,rasgada.,'\v\\e\.\L\\a\,A_Hora_da_Estrela_-_Frases
6623,211,,\R\\a\\z\'\g\\a\.\d\\a\,A_Hora_da_Estrela_-_Frases
6624,212,pôr,'\p\\o\\R\,A_Hora_da_Estrela_-_Frases
6624,212,nível,'\n\\i\\v\\e\\w\,A_Hora_da_Estrela_-_Frases
6625,213,Sabendo,\s\\a\'\b\\e~\.\d\\u\,A_Hora_da_Estrela_-_Frases
6625,213,apresentar,\a\.\p\\r\\e\.\z\\e~\'\t\\a\\R\,A_Hora_da_Estrela_-_Frases
6625,213,convincente,\k\\o~\.\v\\i~\'\s\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6625,213,sociedades,\s\\o\.\s\\i\\e\'\d\\a\.\dZ\\i\\s\,A_Hora_da_Estrela_-_Frases
6625,213,reclamam,\R\\e\'\k\\l\\a~\.\m\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6625,213,máquina.,'\m\\a\.\k\\i~\.\n\\a\,A_Hora_da_Estrela_-_Frases
6626,214,é,\E\\i\\s\.\t\\O\\r\\i\\a\,A_Hora_da_Estrela_-_Frases
6627,215,fruto,'\d\\a\,A_Hora_da_Estrela_-_Frases
6627,215,da,\p\\a\.\l\\a\.\v\\r\\a\,A_Hora_da_Estrela_-_Frases
6628,216,se,\p\\a\.\r\\e\.\s\\e\\X\,A_Hora_da_Estrela_-_Frases
6628,216,parecer,\k\\o~\,A_Hora_da_Estrela_-_Frases
6629,217,Atingi-la,\a\.\tS\\i~\'\Z\\i\,A_Hora_da_Estrela_-_Frases
6629,217,é,\l\\a\,A_Hora_da_Estrela_-_Frases
6629,217,o,\E\\u\,A_Hora_da_Estrela_-_Frases
6630,218,artisticamente,\a\\X\.\tS\\i\\s\.\tS\\i\.\k\\a\'\m\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6630,218,"vã,",'\v\\a~\\pau\,A_Hora_da_Estrela_-_Frases
6631,219,também,\k\\e\'\r\\i\.\a\,A_Hora_da_Estrela_-_Frases
6631,219,queria,\a\\w\'\k\\a~\.\s\\a\\r\,A_Hora_da_Estrela_-_Frases
6631,219,alcançar,\u~\.\m\\a\,A_Hora_da_Estrela_-_Frases
6631,219,uma,\s\\e~\.\s\\a\.\s\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6631,219,sensação,\f\\i~\.\n\\a\,A_Hora_da_Estrela_-_Frases
6631,219,fina,'\i\,A_Hora_da_Estrela_-_Frases
6631,219,que,\e\.\s\\i\,A_Hora_da_Estrela_-_Frases
6631,219,esse,'\f\\i~\.\n\\i\\s\\i~\.\m\\u\,A_Hora_da_Estrela_-_Frases
6631,219,finíssimo,\n\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6631,219,se,\k\\e\.\b\\r\\a\.\s\\i\,A_Hora_da_Estrela_-_Frases
6631,219,quebrasse,\e~j~\'\l\\i~\.\J\\a\,A_Hora_da_Estrela_-_Frases
6631,219,em,\p\\e\\X\.\p\\E\\t\\u\\a\,A_Hora_da_Estrela_-_Frases
6631,219,linha,,A_Hora_da_Estrela_-_Frases
6631,219,perpétua.,,A_Hora_da_Estrela_-_Frases
6632,220,trombone,\t\\r\\o~\'\b\\o~\.\n\\i\,A_Hora_da_Estrela_-_Frases
6632,220,troco,'\t\\r\\o\\k\\u\,A_Hora_da_Estrela_-_Frases
6632,220,nervosismo,\n\\e\\R\.\v\\o\'\z\\i\\z\.\m\\u\,A_Hora_da_Estrela_-_Frases
6632,220,escrever,\e\\s\.\k\\r\\e\'\v\\e\\r\,A_Hora_da_Estrela_-_Frases
6632,220,incontrolável,\i~\.\k\\o~\.\t\\r\\o\'\l\\a\.\v\\e\\w\,A_Hora_da_Estrela_-_Frases
6633,221,aceitar,\a\.\s\\e\\j\'\t\\a\\R\,A_Hora_da_Estrela_-_Frases
6633,221,pensar,\u\,A_Hora_da_Estrela_-_Frases
6633,221,que,\m\\u\\j~\.\t\\u\\z\,A_Hora_da_Estrela_-_Frases
6633,221,muitos,'\a\.\S\\a~\\w~\\pau\,A_Hora_da_Estrela_-_Frases
6633,221,acham:,'\k\\i\,A_Hora_da_Estrela_-_Frases
6633,221,que,\e\.\z\\i\\s\.\tS\\i\\r\,A_Hora_da_Estrela_-_Frases
6633,221,existir,\E\\k\\o\\j\.\z\\a\,A_Hora_da_Estrela_-_Frases
6633,221,coisa,'\d\\o\\j\.\d\\u\\pau\,A_Hora_da_Estrela_-_Frases
6633,221,de,\k\\a\.\z\\u\,A_Hora_da_Estrela_-_Frases
6633,221,"doido,",'\dZ\\i\,A_Hora_da_Estrela_-_Frases
6633,221,caso,'\l\\ow\.\k\\u\.\r\\a\,A_Hora_da_Estrela_-_Frases
6633,221,loucura.,,A_Hora_da_Estrela_-_Frases
6634,222,parece.,\p\\a\'\r\\E\.\s\\i\,A_Hora_da_Estrela_-_Frases
6635,223,Existir,\e\.\z\\i\\s\'\tS\\i\\R\,A_Hora_da_Estrela_-_Frases
6635,223,é,\E\\l\\O\\Z\\i\.\k\\u\,A_Hora_da_Estrela_-_Frases
6635,223,lógico.,,A_Hora_da_Estrela_-_Frases
6636,224,transfiguração,\t\\r\\a~\\s\.\f\\i\.\g\\u\.\r\\a\'\s\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6636,224,em,\e~j~\.\ow\.\t\\r\\e~j~\.\i\,A_Hora_da_Estrela_-_Frases
6636,224,outrem,'\m\\i~\.\J\\a\,A_Hora_da_Estrela_-_Frases
6636,224,e,\m\\a\.\t\\e\.\r\\i\\a\.\l\\i\.\z\\a\.\s\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6636,224,minha,'\e~\.\f\\i~\,A_Hora_da_Estrela_-_Frases
6636,224,materialização,\e~j~\.\o\\b\.\Z\\E\.\t\\u\,A_Hora_da_Estrela_-_Frases
6636,224,enfim,,A_Hora_da_Estrela_-_Frases
6636,224,objeto.,,A_Hora_da_Estrela_-_Frases
6637,225,flauta,'\f\\l\\a\\u\.\t\\a\,A_Hora_da_Estrela_-_Frases
6637,225,me,\e\.\n\\o\.\v\\e\.\l\\a\.\r\\ej\,A_Hora_da_Estrela_-_Frases
6637,225,enovelarei,\e~j~\.\m\\a\.\s\\i\.\u\,A_Hora_da_Estrela_-_Frases
6637,225,em,\s\\i\.\p\\O\,A_Hora_da_Estrela_-_Frases
6637,225,macio,,A_Hora_da_Estrela_-_Frases
6637,225,cipó.,,A_Hora_da_Estrela_-_Frases
6638,226,voltemos,\v\\o\\w\'\t\\e~\.\m\\u\\z\,A_Hora_da_Estrela_-_Frases
6639,227,"Porque,",\p\\o\\X\'\k\\i\\pau\,A_Hora_da_Estrela_-_Frases
6639,227,é,\E\\O\.\Z\\i\,A_Hora_da_Estrela_-_Frases
6640,228,em,\e~j~\.\R\\i\.\z\\u\\s\,A_Hora_da_Estrela_-_Frases
6640,228,risos,'\R\\a\.\p\\i\.\d\\u\\z\,A_Hora_da_Estrela_-_Frases
6640,228,rápidos,'\i\,A_Hora_da_Estrela_-_Frases
6640,228,de,\v\\e\.\L\\u\\s\,A_Hora_da_Estrela_-_Frases
6640,228,velhos.,,A_Hora_da_Estrela_-_Frases
6641,229,cadenciados,\k\\a\.\d\\e~\.\s\\i\'\a\.\d\\u\\s\,A_Hora_da_Estrela_-_Frases
6641,229,rua:,'\R\\u\.\a\,A_Hora_da_Estrela_-_Frases
6643,231,vou,'\e\\s\.\k\\r\\e\.\v\\e\\R\,A_Hora_da_Estrela_-_Frases
6643,231,escrever,\Z\\a\,A_Hora_da_Estrela_-_Frases
6643,231,já,'\d\\E\.\v\\i\,A_Hora_da_Estrela_-_Frases
6643,231,deve,'\e\\s\.\t\\a\\R\,A_Hora_da_Estrela_-_Frases
6643,231,estar,\n\\a\,A_Hora_da_Estrela_-_Frases
6643,231,na,\s\\E\\X\.\t\\a\,A_Hora_da_Estrela_-_Frases
6643,231,certa,'\dZ\\i\,A_Hora_da_Estrela_-_Frases
6643,231,modo,'\e\\s\.\k\\r\\i\.\t\\u\,A_Hora_da_Estrela_-_Frases
6643,231,escrito,\e~j~\'\m\\i~\,A_Hora_da_Estrela_-_Frases
6644,232,me,\k\\o\.\p\\i\.\a\\X\,A_Hora_da_Estrela_-_Frases
6644,232,copiar,\k\\o~\,A_Hora_da_Estrela_-_Frases
6644,232,uma,\d\\e\.\l\\i\.\k\\a\.\d\\e\.\z\\a\,A_Hora_da_Estrela_-_Frases
6644,232,delicadeza,\dZ\\i\,A_Hora_da_Estrela_-_Frases
6644,232,de,\b\\o\\R\.\b\\o\.\l\\E\.\t\\a\,A_Hora_da_Estrela_-_Frases
6644,232,borboleta,\b\\r\\a~\.\k\\a\,A_Hora_da_Estrela_-_Frases
6644,232,branca.,,A_Hora_da_Estrela_-_Frases
6645,233,borboleta,\b\\o\\R\.\b\\o\'\l\\E\.\t\\a\,A_Hora_da_Estrela_-_Frases
6645,233,vem,\v\\e~j~\.\dZ\\i\,A_Hora_da_Estrela_-_Frases
6645,233,moça,'\v\\i\.\e\\r\,A_Hora_da_Estrela_-_Frases
6645,233,vier,\a\,A_Hora_da_Estrela_-_Frases
6645,233,se,\k\\a\.\z\\a\\X\\pau\,A_Hora_da_Estrela_-_Frases
6645,233,"casar,",\k\\a\'\z\\a\\X\,A_Hora_da_Estrela_-_Frases
6645,233,casar-se-á,\s\\i\,A_Hora_da_Estrela_-_Frases
6645,233,magra,\a\,A_Hora_da_Estrela_-_Frases
6645,233,e,\m\\a\.\g\\r\\a\,A_Hora_da_Estrela_-_Frases
6645,233,"leve,",'\i\,A_Hora_da_Estrela_-_Frases
6645,233,"e,",\l\\E\.\v\\i\\pau\,A_Hora_da_Estrela_-_Frases
6645,233,como,'\i\\pau\,A_Hora_da_Estrela_-_Frases
6645,233,"virgem,",\k\\o~\.\m\\u\,A_Hora_da_Estrela_-_Frases
6645,233,de,'\v\\i\\R\.\Z\\e~j~\\pau\,A_Hora_da_Estrela_-_Frases
6645,233,branco.,'\dZ\\i\,A_Hora_da_Estrela_-_Frases
6645,233,,\b\\r\\a~\.\k\\u\,A_Hora_da_Estrela_-_Frases
6646,234,casará?,\k\\a\.\z\\a\'\r\\a\,A_Hora_da_Estrela_-_Frases
6647,235,tenho,'\n\\a\\js\,A_Hora_da_Estrela_-_Frases
6647,235,nas,\m\\i~\.\J\\a\\js\,A_Hora_da_Estrela_-_Frases
6647,235,minhas,'\m\\a~\\w~\\z\,A_Hora_da_Estrela_-_Frases
6647,235,mãos,'\u~\,A_Hora_da_Estrela_-_Frases
6647,235,destino,\i\,A_Hora_da_Estrela_-_Frases
6647,235,no,\e~\.\t\\a~\.\t\\u\,A_Hora_da_Estrela_-_Frases
6647,235,entanto,\n\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6647,235,sinto,'\k\\o~\,A_Hora_da_Estrela_-_Frases
6647,235,de,\l\\i\.\v\\r\\e\.\m\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6647,235,livremente,\i~\.\v\\e~\'\t\\a\\X\\pau\,A_Hora_da_Estrela_-_Frases
6647,235,inventar:,\s\\i\.\g\\u\,A_Hora_da_Estrela_-_Frases
6647,235,sigo,'\u~\.\m\\a\,A_Hora_da_Estrela_-_Frases
6647,235,uma,\o\.\k\\u\\w\.\t\\a\,A_Hora_da_Estrela_-_Frases
6647,235,oculta,\l\\i~\'\J\\a\,A_Hora_da_Estrela_-_Frases
6647,235,linha,'\f\\a\.\t\\a\\w\,A_Hora_da_Estrela_-_Frases
6647,235,fatal.,,A_Hora_da_Estrela_-_Frases
6648,236,procurar,\p\\r\\o\.\k\\u\'\r\\a\\r\,A_Hora_da_Estrela_-_Frases
6648,236,ultrapassa.,\u\\w\.\t\\r\\a\'\p\\a\.\s\\a\,A_Hora_da_Estrela_-_Frases
6649,237,jovem,'\Z\\O\.\v\\e~j~\.\k\\i\,A_Hora_da_Estrela_-_Frases
6649,237,que,\n\\e~j~\.\p\\o\.\b\\r\\e\.\z\\a\,A_Hora_da_Estrela_-_Frases
6649,237,nem,\e~\.\f\\e\\j\.\t\\a\.\d\\a\,A_Hora_da_Estrela_-_Frases
6649,237,pobreza,\t\\e~j~\,A_Hora_da_Estrela_-_Frases
6649,237,enfeitada,,A_Hora_da_Estrela_-_Frases
6649,237,tem?,,A_Hora_da_Estrela_-_Frases
6650,238,recolhimento,\R\\e\.\k\\o\.\L\\i~\'\m\\e~\.\t\\u\,A_Hora_da_Estrela_-_Frases
6650,238,toco,'\t\\O\\k\\u\,A_Hora_da_Estrela_-_Frases
6650,238,"santidade,",\s\\a~\.\tS\\i\'\d\\a\.\dZ\\i\\pau\,A_Hora_da_Estrela_-_Frases
6652,240,mundo:,'\m\\u~\.\d\\u\\pau\,A_Hora_da_Estrela_-_Frases
6652,240,sobrei,\s\\o\'\b\\r\\ej\,A_Hora_da_Estrela_-_Frases
6653,241,"cansado,",'\k\\a~\.\s\\a\.\d\\u\\pau\,A_Hora_da_Estrela_-_Frases
6653,241,suporto,'\s\\u\.\p\\O\\X\.\t\\u\,A_Hora_da_Estrela_-_Frases
6653,241,rotina,'\R\\o\.\tS\\i~\.\n\\a\,A_Hora_da_Estrela_-_Frases
6653,241,novidade,\n\\o\'\v\\i\.\d\\a\.\dZ\\i\,A_Hora_da_Estrela_-_Frases
6653,241,é,\E\\e\\s\.\k\\r\\e\.\v\\e\\X\\pau\,A_Hora_da_Estrela_-_Frases
6653,241,"escrever,",\e\\u\,A_Hora_da_Estrela_-_Frases
6653,241,me,\m\\o\.\R\\e\.\r\\i\.\a\,A_Hora_da_Estrela_-_Frases
6653,241,morreria,\s\\i~\'\b\\o\.\l\\i\.\k\\a\.\m\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6653,241,simbolicamente,\t\\O\.\d\\u\\z\,A_Hora_da_Estrela_-_Frases
6654,242,discretamente,\dZ\\i\\s\.\k\\r\\e\.\t\\a\'\m\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6655,243,Experimentei,\e\\s\.\p\\e\.\r\\i~\.\m\\e~\'\t\\ej\,A_Hora_da_Estrela_-_Frases
6655,243,desespero.,\d\\e\'\z\\e\\s\.\p\\e\.\r\\u\,A_Hora_da_Estrela_-_Frases
6656,244,só,'\s\\O\\k\\e\.\r\\e\.\r\\i\.\a\,A_Hora_da_Estrela_-_Frases
6656,244,quereria,\t\\e\\r\,A_Hora_da_Estrela_-_Frases
6656,244,ter,'\u\,A_Hora_da_Estrela_-_Frases
6656,244,eu,\tS\\i\.\v\\e\.\s\\i\,A_Hora_da_Estrela_-_Frases
6656,244,sido,'\i\,A_Hora_da_Estrela_-_Frases
6656,244,não,'\f\\u\.\i\,A_Hora_da_Estrela_-_Frases
6656,244,fui.,,A_Hora_da_Estrela_-_Frases
6657,245,Pareço,\p\\a\'\r\\e\.\s\\u\,A_Hora_da_Estrela_-_Frases
6657,245,detalhes,\d\\e\'\t\\a\.\L\\i\\z\,A_Hora_da_Estrela_-_Frases
6658,246,adivinhei,\a\.\dZ\\i\.\v\\i~\'\J\\ej\,A_Hora_da_Estrela_-_Frases
6658,246,"respeito,",'\R\\e\\s\.\p\\ej\.\t\\u\\pau\,A_Hora_da_Estrela_-_Frases
6658,246,grudou,'\g\\r\\u\.\d\\ow\,A_Hora_da_Estrela_-_Frases
6658,246,qual,\k\\w\\a\\w\,A_Hora_da_Estrela_-_Frases
6658,246,melado,'\m\\e\.\l\\a\.\d\\u\,A_Hora_da_Estrela_-_Frases
6658,246,pegajoso,\p\\e\'\g\\a\.\Z\\o\.\z\\u\,A_Hora_da_Estrela_-_Frases
6658,246,negra.,\n\\E\'\g\\r\\a\,A_Hora_da_Estrela_-_Frases
6659,247,rio.,'\R\\i\.\u\,A_Hora_da_Estrela_-_Frases
6660,248,homem,\o~\.\m\\e~j~\.\Z\\O\.\v\\e~j~\.\k\\i\,A_Hora_da_Estrela_-_Frases
6660,248,jovem,\t\\a~\.\b\\e~j~\,A_Hora_da_Estrela_-_Frases
6660,248,que,\k\\e\.\r\\i\.\a\,A_Hora_da_Estrela_-_Frases
6660,248,também,'\p\\a\.\s\\a\\X\,A_Hora_da_Estrela_-_Frases
6660,248,queria,'\p\\a\.\r\\a\,A_Hora_da_Estrela_-_Frases
6660,248,passar,\a\,A_Hora_da_Estrela_-_Frases
6660,248,para,\ow\.\t\\r\\a\,A_Hora_da_Estrela_-_Frases
6660,248,a,\m\\a\\R\.\Z\\e~j~\,A_Hora_da_Estrela_-_Frases
6663,251,bem,\b\\e~j~\.\m\\o~\.\t\\a\.\d\\u\,A_Hora_da_Estrela_-_Frases
6663,251,montado,\n\\u\\s\,A_Hora_da_Estrela_-_Frases
6663,251,nos,\t\\e\.\u\\z\,A_Hora_da_Estrela_-_Frases
6663,251,teus,'\o~\.\b\\r\\u\\s\,A_Hora_da_Estrela_-_Frases
6663,251,ombros?,,A_Hora_da_Estrela_-_Frases
6664,252,moço,'\m\\o\.\s\\u\,A_Hora_da_Estrela_-_Frases
6664,252,consentiu,\k\\o~\.\s\\e~\'\tS\\i\\u\,A_Hora_da_Estrela_-_Frases
6664,252,travessia,\t\\r\\a\.\v\\e\'\s\\i\.\a\,A_Hora_da_Estrela_-_Frases
6664,252,avisou-lhe:,\a\.\v\\i\'\z\\ow\,A_Hora_da_Estrela_-_Frases
6664,252,,\L\\i\,A_Hora_da_Estrela_-_Frases
6665,253,"chegamos,",\S\\e\'\g\\a~\.\m\\u\\s\\pau\,A_Hora_da_Estrela_-_Frases
6665,253,descer.,\d\\e\\s\\e\\X\,A_Hora_da_Estrela_-_Frases
6666,254,aí,'\a\\i\\u\,A_Hora_da_Estrela_-_Frases
6666,254,velho,'\R\\e\\s\.\p\\o~\.\d\\e\\u\,A_Hora_da_Estrela_-_Frases
6666,254,respondeu,\m\\u\\j~\.\t\\u\,A_Hora_da_Estrela_-_Frases
6666,254,muito,'\s\\o~\.\s\\u\,A_Hora_da_Estrela_-_Frases
6666,254,sonso,'\i\,A_Hora_da_Estrela_-_Frases
6666,254,e,\s\\a\.\b\\i\.\d\\u\,A_Hora_da_Estrela_-_Frases
6666,254,sabido:,,A_Hora_da_Estrela_-_Frases
6668,256,tão,'\b\\o~\,A_Hora_da_Estrela_-_Frases
6668,256,bom,'\e\\s\.\t\\a\\r\,A_Hora_da_Estrela_-_Frases
6668,256,aqui,\m\\o~\'\t\\a\.\d\\u\,A_Hora_da_Estrela_-_Frases
6668,256,montado,\k\\o~\'\m\\u\,A_Hora_da_Estrela_-_Frases
6668,256,como,'\e\\s\.\t\\ow\,A_Hora_da_Estrela_-_Frases
6668,256,estou,\k\\i\,A_Hora_da_Estrela_-_Frases
6668,256,nunca,'\m\\a\\j\\s\,A_Hora_da_Estrela_-_Frases
6668,256,mais,'\v\\ow\,A_Hora_da_Estrela_-_Frases
6668,256,vou,'\s\\a\.\j\\R\,A_Hora_da_Estrela_-_Frases
6668,256,sair,'\dZ\\i\,A_Hora_da_Estrela_-_Frases
6669,257,datilógrafa,\d\\a\.\tS\\i\'\l\\O\\g\\r\\a\.\f\\a\,A_Hora_da_Estrela_-_Frases
6670,258,constato,\k\\o~\\s\'\t\\a\.\t\\u\,A_Hora_da_Estrela_-_Frases
6670,258,é,\E\\f\\ej\.\a\,A_Hora_da_Estrela_-_Frases
6670,258,feia,'\i\,A_Hora_da_Estrela_-_Frases
6670,258,e,\p\\r\\o\.\m\\i\\s\.\k\\w\\a\,A_Hora_da_Estrela_-_Frases
6670,258,promíscua.,,A_Hora_da_Estrela_-_Frases
6671,259,"ser,",\s\\e\\X\\pau\,A_Hora_da_Estrela_-_Frases
6672,260,animei,\a\.\n\\i~\'\m\\ej\,A_Hora_da_Estrela_-_Frases
6672,260,escrevê-la.,,A_Hora_da_Estrela_-_Frases
6673,261,Terá,\t\\e\'\r\\a\,A_Hora_da_Estrela_-_Frases
6673,261,acontecimentos?,\a\.\k\\o~\.\t\\e\.\s\\i~\'\m\\e~\.\t\\u\\s\,A_Hora_da_Estrela_-_Frases
6674,262,Terá.,\t\\e\'\r\\a\,A_Hora_da_Estrela_-_Frases
6675,263,quais?,'\k\\w\\a\.\j\\s\,A_Hora_da_Estrela_-_Frases
6677,265,em,\e~j~\.\v\\O\\js\,A_Hora_da_Estrela_-_Frases
6677,265,vós,'\u~\.\m\\a\,A_Hora_da_Estrela_-_Frases
6677,265,uma,\e\\s\.\p\\e\\k\.\t\\a\.\tS\\i\.\v\\a\,A_Hora_da_Estrela_-_Frases
6677,265,expectativa,\a\.\f\\l\\i\.\t\\a\,A_Hora_da_Estrela_-_Frases
6677,265,aflita,\i\,A_Hora_da_Estrela_-_Frases
6677,265,e,\v\\o\.\r\\a\\js\\pau\,A_Hora_da_Estrela_-_Frases
6677,265,voraz:,\E\\k\\i\,A_Hora_da_Estrela_-_Frases
6677,265,é,\R\\e\.\a\\w\.\m\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6677,265,realmente,\s\\ej\,A_Hora_da_Estrela_-_Frases
6677,265,que,\e\\s\.\p\\E\.\r\\a\\pau\,A_Hora_da_Estrela_-_Frases
6677,265,me,\t\\e~\.\J\\u\,A_Hora_da_Estrela_-_Frases
6677,265,"espera,",'\u~\,A_Hora_da_Estrela_-_Frases
6677,265,tenho,\p\\e\\X\.\s\\o\.\n\\a\.\Z\\e~j~\.\b\\u\.\l\\i\.\s\\o\.\z\\u\,A_Hora_da_Estrela_-_Frases
6677,265,um,\n\\a\\js\,A_Hora_da_Estrela_-_Frases
6677,265,personagem,\m\\a~\\w~\\z\,A_Hora_da_Estrela_-_Frases
6677,265,buliçoso,\i\,A_Hora_da_Estrela_-_Frases
6677,265,nas,\k\\i\,A_Hora_da_Estrela_-_Frases
6677,265,mãos,\m\\i\,A_Hora_da_Estrela_-_Frases
6677,265,e,\e\\s\.\k\\a\.\p\\a\,A_Hora_da_Estrela_-_Frases
6677,265,me,\k\\a\.\d\\a\,A_Hora_da_Estrela_-_Frases
6677,265,escapa,'\i~\\s\.\t\\a~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6677,265,a,\k\\e\.\r\\e~\.\d\\u\,A_Hora_da_Estrela_-_Frases
6677,265,cada,\k\\i\,A_Hora_da_Estrela_-_Frases
6677,265,instante,'\e\\u\,A_Hora_da_Estrela_-_Frases
6677,265,querendo,'\u\,A_Hora_da_Estrela_-_Frases
6677,265,que,\R\\e\.\k\\u\.\p\\E\.\r\\i\,A_Hora_da_Estrela_-_Frases
6677,265,recupere.,,A_Hora_da_Estrela_-_Frases
6678,266,Esqueci,\e\\s\.\k\\e\'\s\\i\,A_Hora_da_Estrela_-_Frases
